	Kingdom	Phylum	Class	Order	Family	Genus
ASV_6002	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_6003	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
ASV_6004	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	NA
ASV_6005	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	NA
ASV_6006	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Desertifilaceae	Roseofilum AO1-A
ASV_6007	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Lyngbya PCC-7419
ASV_6008	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
ASV_6009	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_6010	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	Raoultibacter
ASV_6011	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA
ASV_6012	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
ASV_6013	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA
ASV_6014	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-010
ASV_6015	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	UCG-001
ASV_6016	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
ASV_6017	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_6018	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_6019	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_6020	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_6021	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA
ASV_6022	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CR-115	NA
ASV_6023	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_6024	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_6025	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
ASV_6026	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
ASV_6027	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_6028	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
ASV_6029	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_6030	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter
ASV_6031	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
ASV_6032	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium
ASV_6033	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7
ASV_6034	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae1	Alcanivorax
ASV_6035	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	type III	NA
ASV_6036	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter
ASV_6037	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planomicrobium
ASV_6038	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA
ASV_6039	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_6040	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia
ASV_6041	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
ASV_6042	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
ASV_6043	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus CC9902
ASV_6044	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_6045	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_6046	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA
ASV_6047	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	966-1
ASV_6048	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium
ASV_6049	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium
ASV_6050	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus
ASV_6051	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella
ASV_6052	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA
ASV_6053	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_6054	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
ASV_6055	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
ASV_6056	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_6057	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus
ASV_6058	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_6059	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
ASV_6060	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA
ASV_6061	Archaea	Halobacterota	Halobacteria	Halobacterales	Halomicrobiaceae	Halomarina
ASV_6062	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_6063	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria Incertae Sedis	Unknown Family	Acuticoccus
ASV_6064	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aurantimonas
ASV_6065	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Salinarimonas
ASV_6066	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	NA
ASV_6067	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_6068	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
ASV_6069	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
ASV_6070	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_6071	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
ASV_6072	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sebaldella
ASV_6073	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
ASV_6074	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-007
ASV_6075	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_6076	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
ASV_6077	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus
ASV_6078	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_6079	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus
ASV_6080	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_6081	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_6082	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
ASV_6083	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
ASV_6084	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
ASV_6085	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Papillibacter
ASV_6086	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_6087	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
ASV_6088	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA
ASV_6089	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea
ASV_6090	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV_6091	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA
ASV_6092	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	NA
ASV_6093	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_6094	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	NA
ASV_6095	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
ASV_6096	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola
ASV_6097	Bacteria	Firmicutes	Bacilli	Lactobacillales	P5D1-392	NA
ASV_6098	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus
ASV_6099	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 7
ASV_6100	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus
ASV_6101	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_6102	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus
ASV_6103	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus
ASV_6104	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella
ASV_6105	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	NA
ASV_6106	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA
ASV_6107	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	NA
ASV_6108	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta
ASV_6109	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
ASV_6110	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
ASV_6111	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_6112	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
ASV_6113	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	NA
ASV_6114	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_6115	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium
ASV_6116	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA
ASV_6117	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
ASV_6118	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_6119	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_6120	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_6121	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium
ASV_6122	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
ASV_6123	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	Spiroplasmataceae	Spiroplasma
ASV_6124	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA
ASV_6125	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_6126	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA
ASV_6127	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_6128	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter
ASV_6129	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	ZOR0006
ASV_6130	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_6131	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
ASV_6132	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas
ASV_6133	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA
ASV_6134	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_6135	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Parapusillimonas
ASV_6136	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia
ASV_6137	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Verticiella
ASV_6138	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
ASV_6139	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	ZOR0006
ASV_6140	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6141	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	Aliterella
ASV_6142	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
ASV_6143	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	NA
ASV_6144	Bacteria	Actinobacteriota	Actinobacteria	0319-7L14	NA	NA
ASV_6145	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_6146	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6147	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus
ASV_6148	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium
ASV_6149	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas
ASV_6150	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hydrogenoanaerobacterium	NA
ASV_6151	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
ASV_6152	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
ASV_6153	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Syntrophobotulaceae	Syntrophobotulus
ASV_6154	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix
ASV_6155	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Pelospora
ASV_6156	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_6157	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
ASV_6158	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
ASV_6159	Bacteria	NA	NA	NA	NA	NA
ASV_6160	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfurisporaceae	Desulfurispora
ASV_6161	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA
ASV_6162	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas
ASV_6163	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	NA
ASV_6164	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
ASV_6165	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	NA
ASV_6166	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_6167	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_6168	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_6169	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella
ASV_6170	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_6171	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella
ASV_6172	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
ASV_6173	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 10
ASV_6174	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Candidatus Symbiothrix
ASV_6175	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
ASV_6176	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
ASV_6177	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_6178	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV_6179	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
ASV_6180	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_6181	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas
ASV_6182	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	NA
ASV_6183	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
ASV_6184	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA
ASV_6185	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_6186	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Xylanimonas
ASV_6187	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_6188	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
ASV_6189	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
ASV_6190	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_6191	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA
ASV_6192	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA
ASV_6193	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus
ASV_6194	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter
ASV_6195	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA
ASV_6196	Archaea	Halobacterota	Halobacteria	Halobacterales	Halobacteriaceae	Halobacterium
ASV_6197	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_6198	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_6199	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
ASV_6200	Bacteria	Actinobacteriota	Actinobacteria	Euzebyales	Euzebyaceae	NA
ASV_6201	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia
ASV_6202	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_6203	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA
ASV_6204	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA
ASV_6205	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_6206	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV_6207	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_6208	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6209	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_6210	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella
ASV_6211	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA
ASV_6212	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Suttonella
ASV_6213	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_6214	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA
ASV_6215	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
ASV_6216	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA
ASV_6217	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
ASV_6218	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005
ASV_6219	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_6220	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ruminiclostridium
ASV_6221	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA
ASV_6222	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
ASV_6223	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	NA
ASV_6224	Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	NA	NA
ASV_6225	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 12
ASV_6226	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea
ASV_6227	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6228	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_6229	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
ASV_6230	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
ASV_6231	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_6232	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	NA
ASV_6233	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	ZOR0006
ASV_6234	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_6235	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter
ASV_6236	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes
ASV_6237	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA
ASV_6238	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis
ASV_6239	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Geitlerinemaceae	Geitlerinema PCC-7105
ASV_6240	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	NA
ASV_6241	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanosaetaceae	Methanosaeta
ASV_6242	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_6243	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
ASV_6244	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
ASV_6245	Bacteria	NA	NA	NA	NA	NA
ASV_6246	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_6247	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_6248	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a
ASV_6249	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV_6250	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA
ASV_6251	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
ASV_6252	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
ASV_6253	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
ASV_6254	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13
ASV_6255	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a
ASV_6256	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Vespertiliibacter
ASV_6257	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes
ASV_6258	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Vespertiliibacter
ASV_6259	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_6260	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_6261	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_6262	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	NA
ASV_6263	Bacteria	Patescibacteria	CPR2	NA	NA	NA
ASV_6264	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA
ASV_6265	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_6266	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
ASV_6267	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA
