	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_7962	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_7963	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	maltophilia
ASV_7964	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_7965	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
ASV_7966	Bacteria	Actinobacteriota	Actinobacteria	PeM15	NA	NA	NA
ASV_7967	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	NA
ASV_7968	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	NA
ASV_7969	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
ASV_7970	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Enteractinococcus	NA
ASV_7971	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	NA
ASV_7972	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	NA
ASV_7973	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA	NA
ASV_7974	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA
ASV_7975	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV_7976	Bacteria	NA	NA	NA	NA	NA	NA
ASV_7977	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_7978	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_7979	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA	NA
ASV_7980	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_7981	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA
ASV_7982	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV_7983	Bacteria	NA	NA	NA	NA	NA	NA
ASV_7984	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	NA
ASV_7985	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_7986	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV_7987	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Syner-01	NA
ASV_7988	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	NA	NA
ASV_7989	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	NA	NA
ASV_7990	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_7991	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA	NA
ASV_7992	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV_7993	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera	NA
ASV_7994	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA	NA
ASV_7995	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA	NA
ASV_7996	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_7997	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV_7998	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Candidatus Vidania	NA
ASV_7999	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	NA
ASV_8000	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_8001	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV_8002	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV_8003	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	NA
ASV_8004	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
ASV_8005	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_8006	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	NA	NA
ASV_8007	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA
ASV_8008	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	NA
ASV_8009	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_8010	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA	NA
ASV_8011	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
ASV_8012	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	NA
ASV_8013	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_8014	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA	NA
ASV_8015	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA	NA
ASV_8016	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	NA
ASV_8017	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_8018	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	NA
ASV_8019	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV_8020	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
ASV_8021	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_8022	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV_8023	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	NA	NA
ASV_8024	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_8025	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_8026	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	NA
ASV_8027	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Salinicoccus	NA
ASV_8028	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	NA	NA
ASV_8029	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV_8030	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
ASV_8031	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	NA
ASV_8032	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_8033	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
ASV_8034	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
ASV_8035	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	NA
ASV_8036	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	mitsuokai
ASV_8037	Bacteria	Patescibacteria	CPR2	NA	NA	NA	NA
ASV_8038	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
ASV_8039	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA
ASV_8040	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tropicimonas	NA
ASV_8041	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA
ASV_8042	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Candidatus Tammella	NA
ASV_8043	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_8044	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	NA
ASV_8045	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	28-4	NA
ASV_8046	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_8047	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_8048	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	NA	NA
ASV_8049	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV_8050	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV_8051	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA
ASV_8052	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	NA
ASV_8053	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_8054	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Candidatus Symbiothrix	NA
ASV_8055	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Breznakia	NA
ASV_8056	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	NA
ASV_8057	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA
ASV_8058	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Breznakia	NA
ASV_8059	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_8060	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_8061	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA
ASV_8062	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Breznakia	NA
ASV_8063	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV_8064	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_8065	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA	NA
ASV_8066	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	NA	NA
ASV_8067	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA
ASV_8068	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_8069	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Breznakia	NA
ASV_8070	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA
ASV_8071	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Breznakia	NA
ASV_8072	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	NA	NA
ASV_8073	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_8074	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Breznakia	NA
ASV_8075	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA
ASV_8076	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA
ASV_8077	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_8078	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	NA	NA
ASV_8079	Bacteria	Rs-K70 termite group	NA	NA	NA	NA	NA
ASV_8080	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	NA
ASV_8081	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_8082	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	NA	NA
ASV_8083	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_8084	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_8085	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	NA	NA
ASV_8086	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_8087	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA
ASV_8088	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoria PCC-6304	NA
ASV_8089	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA
ASV_8090	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_8091	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA
ASV_8092	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
ASV_8093	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA	NA
ASV_8094	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA
ASV_8095	Bacteria	NA	NA	NA	NA	NA	NA
ASV_8096	Bacteria	NA	NA	NA	NA	NA	NA
ASV_8097	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	NA	NA
ASV_8098	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_8099	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	NA
ASV_8100	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	NA
ASV_8101	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	NA
ASV_8102	Bacteria	Acidobacteriota	Blastocatellia	Elev-16S-573	NA	NA	NA
ASV_8103	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA	NA
ASV_8104	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
ASV_8105	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Paraperlucidibaca	NA
ASV_8106	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
ASV_8107	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
ASV_8108	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	NA	NA
ASV_8109	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
ASV_8110	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	NA
ASV_8111	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_8112	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_8113	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	NA	NA
ASV_8114	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_8115	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_8116	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	NA	NA
ASV_8117	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
ASV_8118	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
ASV_8119	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Aquaspirillaceae	NA	NA
ASV_8120	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
ASV_8121	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Catenococcus	NA
ASV_8122	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Stenoxybacter	NA
ASV_8123	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
ASV_8124	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	NA
ASV_8125	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	NA	NA
ASV_8126	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	NA	NA
ASV_8127	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Holzapfelia	NA
ASV_8128	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA
ASV_8129	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_8130	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_8131	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	NA
ASV_8132	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_8133	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Moellerella	NA
ASV_8134	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_8135	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	NA
ASV_8136	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
ASV_8137	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	JI49D030	NA	NA
ASV_8138	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	NA	NA
ASV_8139	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA
ASV_8140	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_8141	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA
ASV_8142	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	NA
ASV_8143	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_8144	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA
ASV_8145	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_8146	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV_8147	Bacteria	Desulfobacterota	Desulfarculia	Desulfarculales	NA	NA	NA
ASV_8148	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_8149	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV_8150	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA
ASV_8151	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV_8152	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV_8153	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA
ASV_8154	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_8155	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
ASV_8156	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA
ASV_8157	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_8158	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_8159	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_8160	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_8161	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_8162	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA
ASV_8163	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_8164	Bacteria	NA	NA	NA	NA	NA	NA
ASV_8165	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA
ASV_8166	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_8167	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_8168	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_8169	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Falsiporphyromonas	NA
ASV_8170	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV_8171	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV_8172	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_8173	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA	NA
ASV_8174	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	NA
ASV_8175	Bacteria	NA	NA	NA	NA	NA	NA
ASV_8176	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV_8177	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_8178	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV_8179	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA	NA
ASV_8180	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	NA	NA
ASV_8181	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA
ASV_8182	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	NA
ASV_8183	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_8184	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	NA	NA
ASV_8185	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	NA
ASV_8186	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	NA
ASV_8187	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Candidatus Vestibaculum	NA
ASV_8188	Bacteria	NA	NA	NA	NA	NA	NA
ASV_8189	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	NA	NA
ASV_8190	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	NA	NA
ASV_8191	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA	NA
ASV_8192	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	ML602J-51	NA
ASV_8193	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Orrella	NA
ASV_8194	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV_8195	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_8196	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA
ASV_8197	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	NA	NA
ASV_8198	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_8199	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
ASV_8200	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV_8201	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV_8202	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	NA
ASV_8203	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	NA
ASV_8204	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	NA
ASV_8205	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV_8206	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	NA
ASV_8207	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV_8208	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
ASV_8209	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	NA
ASV_8210	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	NA	NA	NA
ASV_8211	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV_8212	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA	NA
ASV_8213	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_8214	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Candidatus Stammerula	NA
ASV_8215	Bacteria	NA	NA	NA	NA	NA	NA
ASV_8216	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA	NA
ASV_8217	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV_8218	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
ASV_8219	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_8220	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA
ASV_8221	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
ASV_8222	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
ASV_8223	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
